"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS"
"47481","G1",2011-01-09,"Ergotelis","Olympiakos Volou",0,0,"D",0,0,"D",2.25,3,2.88,"0-0","0-0"
"47482","G1",2011-01-09,"Iraklis","Atromitos",1,0,"H",1,0,"H",1.91,3,3.75,"1-0","1-0"
"47483","G1",2011-01-09,"Kerkyra","Olympiakos",0,2,"A",0,0,"D",6,3.4,1.5,"0-0","0-2"
"47484","G1",2011-01-09,"Panionios","Xanthi",0,2,"A",0,2,"A",1.91,3,3.75,"0-2","0-2"
"47485","G1",2011-01-09,"Panserraikos","AEK",1,3,"A",1,2,"A",4.33,3.2,1.73,"1-2","1-3"
"47486","G1",2011-01-09,"PAOK","Asteras Tripolis",1,0,"H",1,0,"H",1.36,4,7,"1-0","1-0"
"47487","G1",2011-01-15,"Atromitos","Kerkyra",4,2,"H",2,1,"H",1.8,3,4.33,"2-1","4-2"
"47488","G1",2011-01-15,"Olympiakos","Panserraikos",4,2,"H",0,0,"D",1.14,6,12,"0-0","4-2"
"47489","G1",2011-01-15,"Olympiakos Volou","PAOK",0,3,"A",0,2,"A",2.7,3,2.38,"0-2","0-3"
"47490","G1",2011-01-16,"Aris","Panionios",0,2,"A",0,1,"A",1.57,3.25,5.5,"0-1","0-2"
"47491","G1",2011-01-16,"Asteras Tripolis","AEK",0,3,"A",0,0,"D",3,3,2.2,"0-0","0-3"
"47492","G1",2011-01-16,"Larisa","Iraklis",2,1,"H",1,1,"D",1.57,3.25,5.5,"1-1","2-1"
"47493","G1",2011-01-16,"Panathinaikos","Kavala",4,2,"H",2,2,"D",1.3,4.5,7.5,"2-2","4-2"
"47494","G1",2011-01-16,"Xanthi","Ergotelis",0,1,"A",0,1,"A",2,3,3.4,"0-1","0-1"
"47495","G1",2011-01-22,"AEK","Olympiakos Volou",0,4,"A",0,2,"A",1.4,3.75,7,"0-2","0-4"
"47496","G1",2011-01-22,"Kerkyra","Larisa",1,0,"H",0,0,"D",2.2,3,3,"0-0","1-0"
"47497","G1",2011-01-22,"PAOK","Xanthi",2,1,"H",1,0,"H",1.44,3.6,6.5,"1-0","2-1"
"47498","G1",2011-01-23,"Asteras Tripolis","Olympiakos",0,1,"A",0,1,"A",7,3.75,1.4,"0-1","0-1"
"47499","G1",2011-01-23,"Ergotelis","Aris",0,0,"D",0,0,"D",2.5,2.88,2.62,"0-0","0-0"
"47500","G1",2011-01-23,"Kavala","Iraklis",3,0,"H",0,0,"D",2,3,3.4,"0-0","3-0"
"47501","G1",2011-01-23,"Panionios","Panathinaikos",1,1,"D",0,0,"D",5,3.25,1.62,"0-0","1-1"
"47502","G1",2011-01-23,"Panserraikos","Atromitos",0,1,"A",0,0,"D",2.38,2.88,2.8,"0-0","0-1"
"47503","G1",2011-01-29,"Iraklis","Kerkyra",0,0,"D",0,0,"D",2,3,3.4,"0-0","0-0"
"47504","G1",2011-01-29,"Panathinaikos","Ergotelis",2,0,"H",2,0,"H",1.25,5,8,"2-0","2-0"
"47505","G1",2011-01-29,"Xanthi","AEK",0,2,"A",0,2,"A",2.9,2.88,2.3,"0-2","0-2"
"47506","G1",2011-01-30,"Aris","PAOK",0,0,"D",0,0,"D",2.4,2.88,2.8,"0-0","0-0"
"47507","G1",2011-01-30,"Atromitos","Asteras Tripolis",0,0,"D",0,0,"D",1.73,3.2,4.33,"0-0","0-0"
"47508","G1",2011-01-30,"Larisa","Panserraikos",2,1,"H",1,0,"H",1.57,3.5,5,"1-0","2-1"
"47509","G1",2011-01-30,"Olympiakos Volou","Olympiakos",0,1,"A",0,1,"A",5.5,3.4,1.53,"0-1","0-1"
"47510","G1",2011-01-30,"Panionios","Kavala",1,1,"D",0,0,"D",2.2,3,3,"0-0","1-1"
"47511","G1",2011-02-05,"AEK","Aris",1,2,"A",0,1,"A",1.62,3.25,5,"0-1","1-2"
"47512","G1",2011-02-05,"Asteras Tripolis","Larisa",1,1,"D",1,1,"D",2.38,3,2.7,"1-1","1-1"
"47513","G1",2011-02-05,"Panserraikos","Iraklis",1,2,"A",0,2,"A",2.2,3,3,"0-2","1-2"
"47514","G1",2011-02-06,"Ergotelis","Panionios",2,0,"H",1,0,"H",2.2,3,3,"1-0","2-0"
"47515","G1",2011-02-06,"Kavala","Kerkyra",1,0,"H",1,0,"H",1.83,3.2,3.75,"1-0","1-0"
"47516","G1",2011-02-06,"Olympiakos","Xanthi",1,0,"H",1,0,"H",1.2,5,11,"1-0","1-0"
"47517","G1",2011-02-06,"Olympiakos Volou","Atromitos",2,0,"H",1,0,"H",2.1,3.2,3,"1-0","2-0"
"47518","G1",2011-02-06,"PAOK","Panathinaikos",0,1,"A",0,1,"A",2.5,2.88,2.62,"0-1","0-1"
"47519","G1",2011-02-12,"Aris","Olympiakos",1,2,"A",1,1,"D",3.75,3,1.91,"1-1","1-2"
"47520","G1",2011-02-12,"Ergotelis","Kavala",2,1,"H",1,1,"D",2.1,3,3.2,"1-1","2-1"
"47521","G1",2011-02-12,"Panionios","PAOK",1,0,"H",0,0,"D",2.6,3,2.5,"0-0","1-0"
"47522","G1",2011-02-13,"Iraklis","Asteras Tripolis",0,0,"D",0,0,"D",2.1,3.2,3,"0-0","0-0"
"47523","G1",2011-02-13,"Kerkyra","Panserraikos",3,0,"H",3,0,"H",1.73,3.2,4.33,"3-0","3-0"
"47524","G1",2011-02-13,"Larisa","Olympiakos Volou",1,2,"A",0,0,"D",1.91,3.2,3.5,"0-0","1-2"
"47525","G1",2011-02-13,"Panathinaikos","AEK",3,1,"H",1,0,"H",1.73,3.2,4.33,"1-0","3-1"
"47526","G1",2011-02-13,"Xanthi","Atromitos",3,0,"H",0,0,"D",2.38,3,2.7,"0-0","3-0"
"47527","G1",2011-02-19,"Asteras Tripolis","Kerkyra",0,2,"A",0,0,"D",1.67,3.1,5,"0-0","0-2"
"47528","G1",2011-02-19,"Kavala","Panserraikos",0,0,"D",0,0,"D",1.44,3.6,6.5,"0-0","0-0"
"47529","G1",2011-02-19,"Olympiakos","Panathinaikos",2,1,"H",1,0,"H",1.83,3.2,3.75,"1-0","2-1"
"47530","G1",2011-02-20,"AEK","Panionios",1,1,"D",1,0,"H",1.53,3.4,5.5,"1-0","1-1"
"47531","G1",2011-02-20,"Atromitos","Aris",0,0,"D",0,0,"D",2.38,3,2.7,"0-0","0-0"
"47532","G1",2011-02-20,"Olympiakos Volou","Iraklis",1,1,"D",1,0,"H",1.73,3.2,4.33,"1-0","1-1"
"47533","G1",2011-02-20,"Xanthi","Larisa",1,1,"D",1,1,"D",2.1,3,3.2,"1-1","1-1"
"47534","G1",2011-02-26,"Iraklis","Xanthi",1,1,"D",0,1,"A",2,3.2,3.2,"0-1","1-1"
"47535","G1",2011-02-26,"Kerkyra","Olympiakos Volou",1,3,"A",0,3,"A",2.2,3,3,"0-3","1-3"
"47536","G1",2011-02-26,"Panathinaikos","Atromitos",1,1,"D",1,1,"D",1.29,4.33,8.5,"1-1","1-1"
"47537","G1",2011-02-27,"Ergotelis","AEK",2,3,"A",0,1,"A",2.7,3,2.38,"0-1","2-3"
"47538","G1",2011-02-27,"Larisa","Aris",2,2,"D",1,1,"D",2.2,3,3,"1-1","2-2"
"47539","G1",2011-02-27,"Panionios","Olympiakos",1,1,"D",0,1,"A",4.33,3.2,1.73,"0-1","1-1"
"47540","G1",2011-02-27,"Panserraikos","Asteras Tripolis",0,1,"A",0,1,"A",3,2.88,2.25,"0-1","0-1"
"47541","G1",2011-02-27,"PAOK","Kavala",0,2,"A",0,1,"A",1.62,3.25,5,"0-1","0-2"
"47542","G1",2011-03-05,"Aris","Iraklis",0,1,"A",0,0,"D",1.62,3.25,5,"0-0","0-1"
"47543","G1",2011-03-05,"Olympiakos Volou","Panserraikos",3,0,"H",2,0,"H",1.4,3.75,7,"2-0","3-0"
"47544","G1",2011-03-05,"Xanthi","Kerkyra",2,1,"H",1,1,"D",1.83,3,4,"1-1","2-1"
"47545","G1",2011-03-06,"AEK","PAOK",4,0,"H",2,0,"H",2.1,3.2,3,"2-0","4-0"
"47546","G1",2011-03-06,"Atromitos","Panionios",1,2,"A",0,0,"D",2.1,3.2,3,"0-0","1-2"
"47547","G1",2011-03-06,"Kavala","Asteras Tripolis",1,0,"H",0,0,"D",1.91,3.2,3.5,"0-0","1-0"
"47548","G1",2011-03-06,"Larisa","Panathinaikos",2,0,"H",2,0,"H",3.75,3,1.91,"2-0","2-0"
"47549","G1",2011-03-06,"Olympiakos","Ergotelis",3,0,"H",0,0,"D",1.25,4.5,10,"0-0","3-0"
"47550","G1",2011-03-09,"PAOK","Ergotelis",2,0,"H",1,0,"H",1.44,3.6,6.5,"1-0","2-0"
"47551","G1",2011-03-12,"Asteras Tripolis","Olympiakos Volou",2,1,"H",1,1,"D",2.38,2.8,2.88,"1-1","2-1"
"47552","G1",2011-03-12,"Iraklis","Panathinaikos",1,3,"A",1,1,"D",4.33,3.2,1.73,"1-1","1-3"
"47553","G1",2011-03-12,"Panserraikos","Xanthi",2,1,"H",1,0,"H",3.2,3,2.1,"1-0","2-1"
"47554","G1",2011-03-13,"AEK","Kavala",1,0,"H",0,0,"D",1.62,3.25,5,"0-0","1-0"
"47555","G1",2011-03-13,"Ergotelis","Atromitos",1,1,"D",1,0,"H",2.1,2.88,3.3,"1-0","1-1"
"47556","G1",2011-03-13,"Kerkyra","Aris",3,4,"A",2,1,"H",2.5,2.8,2.75,"2-1","3-4"
"47557","G1",2011-03-13,"Panionios","Larisa",3,3,"D",2,0,"H",2.1,3,3.2,"2-0","3-3"
"47558","G1",2011-03-13,"PAOK","Olympiakos",2,1,"H",1,1,"D",2.8,2.88,2.38,"1-1","2-1"
"47559","G1",2011-03-20,"Aris","Panserraikos",3,1,"H",3,1,"H",1.33,4.33,7,"3-1","3-1"
"47560","G1",2011-03-20,"Atromitos","PAOK",2,2,"D",1,1,"D",2.5,3,2.6,"1-1","2-2"
"47561","G1",2011-03-20,"Iraklis","Panionios",1,1,"D",0,1,"A",2.2,3,3,"0-1","1-1"
"47562","G1",2011-03-20,"Kavala","Olympiakos Volou",0,1,"A",0,0,"D",2.1,3,3.2,"0-0","0-1"
"47563","G1",2011-03-20,"Larisa","Ergotelis",3,3,"D",1,1,"D",1.62,3.25,5,"1-1","3-3"
"47564","G1",2011-03-20,"Olympiakos","AEK",6,0,"H",3,0,"H",1.73,3.2,4.33,"3-0","6-0"
"47565","G1",2011-03-20,"Panathinaikos","Kerkyra",2,1,"H",2,1,"H",1.2,5,11,"2-1","2-1"
"47566","G1",2011-03-20,"Xanthi","Asteras Tripolis",1,0,"H",0,0,"D",2.1,3.2,3,"0-0","1-0"
"47567","G1",2011-04-03,"AEK","Atromitos",1,0,"H",1,0,"H",1.67,3.3,4.5,"1-0","1-0"
"47568","G1",2011-04-03,"Asteras Tripolis","Aris",1,2,"A",1,1,"D",2,3.4,3,"1-1","1-2"
"47569","G1",2011-04-03,"Ergotelis","Iraklis",1,0,"H",1,0,"H",NA,NA,NA,"1-0","1-0"
"47570","G1",2011-04-03,"Kerkyra","Panionios",1,2,"A",0,1,"A",2.25,2.88,3,"0-1","1-2"
"47571","G1",2011-04-03,"Olympiakos","Kavala",3,1,"H",0,0,"D",1.33,4.33,7,"0-0","3-1"
"47572","G1",2011-04-03,"Olympiakos Volou","Xanthi",3,0,"H",1,0,"H",1.62,3.25,5,"1-0","3-0"
"47573","G1",2011-04-03,"Panserraikos","Panathinaikos",1,0,"H",1,0,"H",8,5,1.25,"1-0","1-0"
"47574","G1",2011-04-03,"PAOK","Larisa",1,0,"H",0,0,"D",1.5,3.5,6,"0-0","1-0"
"47575","G1",2011-04-10,"Aris","Olympiakos Volou",2,1,"H",0,1,"A",1.61,3.25,5,"0-1","2-1"
"47576","G1",2011-04-10,"Atromitos","Olympiakos",3,1,"H",2,1,"H",4,3.4,1.72,"2-1","3-1"
"47577","G1",2011-04-10,"Iraklis","PAOK",0,0,"D",0,0,"D",3.25,2.5,2.37,"0-0","0-0"
"47578","G1",2011-04-10,"Kavala","Xanthi",1,1,"D",0,1,"A",1.8,3.2,4,"0-1","1-1"
"47579","G1",2011-04-10,"Kerkyra","Ergotelis",1,0,"H",1,0,"H",1.25,4.5,10,"1-0","1-0"
"47580","G1",2011-04-10,"Larisa","AEK",2,3,"A",1,3,"A",3.2,3,2.1,"1-3","2-3"
"47581","G1",2011-04-10,"Panathinaikos","Asteras Tripolis",1,0,"H",0,0,"D",1.4,4,6.5,"0-0","1-0"
"47582","G1",2011-04-10,"Panionios","Panserraikos",0,0,"D",0,0,"D",1.57,3.5,5,"0-0","0-0"
"47583","G1",2011-04-17,"AEK","Iraklis",0,0,"D",0,0,"D",1.36,3.75,8,"0-0","0-0"
"47584","G1",2011-04-17,"Asteras Tripolis","Panionios",3,1,"H",3,0,"H",2.38,3.2,2.6,"3-0","3-1"
"47585","G1",2011-04-17,"Atromitos","Kavala",0,0,"D",0,0,"D",2,3.2,3.2,"0-0","0-0"
"47586","G1",2011-04-17,"Olympiakos","Larisa",6,0,"H",3,0,"H",1.17,5.5,12,"3-0","6-0"
"47587","G1",2011-04-17,"Olympiakos Volou","Panathinaikos",3,2,"H",1,0,"H",2.2,3.2,2.8,"1-0","3-2"
"47588","G1",2011-04-17,"Panserraikos","Ergotelis",0,4,"A",0,2,"A",2,3.2,3.2,"0-2","0-4"
"47589","G1",2011-04-17,"PAOK","Kerkyra",2,0,"H",1,0,"H",1.2,5,11,"1-0","2-0"
"47590","G1",2011-04-17,"Xanthi","Aris",1,2,"A",1,1,"D",8,4.5,1.29,"1-1","1-2"
"49163","SC0",2010-08-14,"Aberdeen","Hamilton",4,0,"H",2,0,"H",1.91,3.4,4,"2-0","4-0"
"49164","SC0",2010-08-14,"Hearts","St Johnstone",1,1,"D",1,1,"D",1.83,3.5,4.33,"1-1","1-1"
"49165","SC0",2010-08-14,"Inverness C","Celtic",0,1,"A",0,0,"D",8,4.33,1.4,"0-0","0-1"
"49166","SC0",2010-08-14,"Rangers","Kilmarnock",2,1,"H",1,0,"H",1.2,6,15,"1-0","2-1"
"49167","SC0",2010-08-14,"St Mirren","Dundee United",1,1,"D",0,0,"D",3.1,3.4,2.2,"0-0","1-1"
"49168","SC0",2010-08-15,"Motherwell","Hibernian",2,3,"A",1,1,"D",2.5,3.3,2.75,"1-1","2-3"
"49169","SC0",2010-08-21,"Hamilton","Hearts",0,4,"A",0,2,"A",2.8,3.5,2.38,"0-2","0-4"
"49170","SC0",2010-08-21,"St Johnstone","Aberdeen",0,1,"A",0,0,"D",2.4,3.4,2.8,"0-0","0-1"
"49171","SC0",2010-08-22,"Celtic","St Mirren",4,0,"H",2,0,"H",1.17,7,15,"2-0","4-0"
"49172","SC0",2010-08-22,"Dundee United","Inverness C",0,4,"A",0,1,"A",1.57,3.75,6,"0-1","0-4"
"49173","SC0",2010-08-22,"Hibernian","Rangers",0,3,"A",0,0,"D",5,3.5,1.73,"0-0","0-3"
"49174","SC0",2010-08-22,"Kilmarnock","Motherwell",0,1,"A",0,1,"A",2.5,3.5,2.62,"0-1","0-1"
"49175","SC0",2010-08-28,"Aberdeen","Kilmarnock",0,1,"A",0,0,"D",1.83,3.5,4.33,"0-0","0-1"
"49176","SC0",2010-08-28,"Inverness C","Hamilton",0,1,"A",0,1,"A",1.91,3.4,4,"0-1","0-1"
"49177","SC0",2010-08-28,"Rangers","St Johnstone",2,1,"H",1,1,"D",1.22,6,12,"1-1","2-1"
"49178","SC0",2010-08-29,"Hearts","Dundee United",1,1,"D",1,0,"H",2.25,3.3,3.1,"1-0","1-1"
"49179","SC0",2010-08-29,"Motherwell","Celtic",0,1,"A",0,0,"D",6,3.75,1.57,"0-0","0-1"
"49180","SC0",2010-08-29,"St Mirren","Hibernian",1,0,"H",0,0,"D",3.1,3.4,2.25,"0-0","1-0"
"49181","SC0",2010-09-11,"Celtic","Hearts",3,0,"H",2,0,"H",1.33,5,9,"2-0","3-0"
"49182","SC0",2010-09-11,"Dundee United","Aberdeen",3,1,"H",3,1,"H",2,3.5,3.6,"3-1","3-1"
"49183","SC0",2010-09-11,"Hamilton","Rangers",1,2,"A",0,1,"A",9,4.5,1.36,"0-1","1-2"
"49184","SC0",2010-09-11,"Hibernian","Inverness C",1,1,"D",1,0,"H",1.8,3.5,4.5,"1-0","1-1"
"49185","SC0",2010-09-11,"Kilmarnock","St Mirren",2,1,"H",1,0,"H",2.1,3.3,3.5,"1-0","2-1"
"49186","SC0",2010-09-11,"St Johnstone","Motherwell",0,2,"A",0,2,"A",2.4,3.3,2.9,"0-2","0-2"
"49187","SC0",2010-09-18,"Hibernian","Hamilton",1,1,"D",1,1,"D",1.8,3.5,4.5,"1-1","1-1"
"49188","SC0",2010-09-18,"Inverness C","Hearts",1,3,"A",1,1,"D",2.6,3.4,2.6,"1-1","1-3"
"49189","SC0",2010-09-18,"Motherwell","Aberdeen",1,1,"D",1,0,"H",2.2,3.4,3.2,"1-0","1-1"
"49190","SC0",2010-09-18,"Rangers","Dundee United",4,0,"H",1,0,"H",1.36,4.5,9,"1-0","4-0"
"49191","SC0",2010-09-18,"St Johnstone","St Mirren",2,1,"H",2,1,"H",2.1,3.4,3.4,"2-1","2-1"
"49192","SC0",2010-09-19,"Kilmarnock","Celtic",1,2,"A",1,1,"D",8,4.33,1.4,"1-1","1-2"
"49193","SC0",2010-09-25,"Celtic","Hibernian",2,1,"H",1,0,"H",1.3,5.5,9,"1-0","2-1"
"49194","SC0",2010-09-25,"Dundee United","St Johnstone",1,0,"H",0,0,"D",1.91,3.4,4,"0-0","1-0"
"49195","SC0",2010-09-25,"Hamilton","Kilmarnock",2,2,"D",2,0,"H",2.3,3.4,3,"2-0","2-2"
"49196","SC0",2010-09-25,"Hearts","Motherwell",0,2,"A",0,0,"D",2,3.3,3.75,"0-0","0-2"
"49197","SC0",2010-09-25,"St Mirren","Inverness C",1,2,"A",0,1,"A",2.25,3.4,3.1,"0-1","1-2"
"49198","SC0",2010-09-26,"Aberdeen","Rangers",2,3,"A",2,1,"H",6,3.75,1.57,"2-1","2-3"
"49199","SC0",2010-10-02,"Celtic","Hamilton",3,1,"H",1,1,"D",1.17,7,15,"1-1","3-1"
"49200","SC0",2010-10-02,"Hearts","Rangers",1,2,"A",1,0,"H",5.5,3.75,1.62,"1-0","1-2"
"49201","SC0",2010-10-02,"Inverness C","Aberdeen",2,0,"H",1,0,"H",2.4,3.3,2.88,"1-0","2-0"
"49202","SC0",2010-10-02,"Kilmarnock","Dundee United",1,2,"A",0,1,"A",2.8,3.3,2.5,"0-1","1-2"
"49203","SC0",2010-10-02,"Motherwell","St Mirren",3,1,"H",1,0,"H",1.73,3.5,5,"1-0","3-1"
"49204","SC0",2010-10-02,"St Johnstone","Hibernian",2,0,"H",0,0,"D",2.4,3.3,2.88,"0-0","2-0"
"49205","SC0",2010-10-16,"Aberdeen","Hearts",0,1,"A",0,0,"D",2.38,3.4,2.88,"0-0","0-1"
"49206","SC0",2010-10-16,"Hibernian","Kilmarnock",2,1,"H",2,1,"H",2,3.4,3.75,"2-1","2-1"
"49207","SC0",2010-10-16,"Inverness C","St Johnstone",1,1,"D",0,1,"A",2.2,3.3,3.25,"0-1","1-1"
"49208","SC0",2010-10-16,"Rangers","Motherwell",4,1,"H",0,1,"A",1.3,5,10,"0-1","4-1"
"49209","SC0",2010-10-16,"St Mirren","Hamilton",2,2,"D",0,1,"A",2.3,3.3,3,"0-1","2-2"
"49210","SC0",2010-10-17,"Dundee United","Celtic",1,2,"A",1,1,"D",5,3.5,1.73,"1-1","1-2"
"49211","SC0",2010-10-23,"Aberdeen","Hibernian",4,2,"H",2,0,"H",2.38,3.3,2.9,"2-0","4-2"
"49212","SC0",2010-10-23,"Hamilton","St Johnstone",1,2,"A",0,1,"A",2.38,3.4,2.88,"0-1","1-2"
"49213","SC0",2010-10-23,"Hearts","St Mirren",3,0,"H",2,0,"H",1.67,3.5,5.5,"2-0","3-0"
"49214","SC0",2010-10-23,"Kilmarnock","Inverness C",1,2,"A",0,1,"A",2.38,3.4,2.88,"0-1","1-2"
"49215","SC0",2010-10-23,"Motherwell","Dundee United",2,1,"H",1,0,"H",2.4,3.4,2.8,"1-0","2-1"
"49216","SC0",2010-10-24,"Celtic","Rangers",1,3,"A",1,0,"H",2.25,3.4,3.1,"1-0","1-3"
"49217","SC0",2010-10-30,"Dundee United","Hibernian",1,0,"H",0,0,"D",2,3.5,3.6,"0-0","1-0"
"49218","SC0",2010-10-30,"Motherwell","Hamilton",0,1,"A",0,1,"A",1.73,3.5,5,"0-1","0-1"
"49219","SC0",2010-10-30,"Rangers","Inverness C",1,1,"D",1,0,"H",1.22,6,13,"1-0","1-1"
"49220","SC0",2010-10-30,"St Johnstone","Celtic",0,3,"A",0,2,"A",8,4.5,1.4,"0-2","0-3"
"49221","SC0",2010-10-30,"St Mirren","Aberdeen",2,1,"H",1,0,"H",2.88,3.4,2.38,"1-0","2-1"
"49222","SC0",2010-10-31,"Hearts","Kilmarnock",0,3,"A",0,1,"A",1.73,3.5,5,"0-1","0-3"
"49223","SC0",2010-11-06,"Celtic","Aberdeen",9,0,"H",4,0,"H",1.22,6,13,"4-0","9-0"
"49224","SC0",2010-11-06,"Hamilton","Dundee United",0,1,"A",0,0,"D",2.62,3.3,2.5,"0-0","0-1"
"49225","SC0",2010-11-06,"Inverness C","Motherwell",1,2,"A",0,2,"A",2.5,3.3,2.8,"0-2","1-2"
"49226","SC0",2010-11-06,"St Johnstone","Kilmarnock",0,3,"A",0,1,"A",2.1,3.4,3.4,"0-1","0-3"
"49227","SC0",2010-11-07,"Hibernian","Hearts",0,2,"A",0,1,"A",2.62,3.3,2.6,"0-1","0-2"
"49228","SC0",2010-11-07,"St Mirren","Rangers",1,3,"A",0,0,"D",12,5,1.28,"0-0","1-3"
"49229","SC0",2010-11-09,"Aberdeen","Inverness C",1,2,"A",0,1,"A",2.5,3.3,2.8,"0-1","1-2"
"49230","SC0",2010-11-10,"Dundee United","St Mirren",1,2,"A",0,1,"A",1.62,3.75,5.5,"0-1","1-2"
"49231","SC0",2010-11-10,"Hearts","Celtic",2,0,"H",1,0,"H",6,3.75,1.57,"1-0","2-0"
"49232","SC0",2010-11-10,"Kilmarnock","Hamilton",3,0,"H",1,0,"H",2.1,3.3,3.5,"1-0","3-0"
"49233","SC0",2010-11-10,"Motherwell","St Johnstone",4,0,"H",3,0,"H",1.83,3.5,4.33,"3-0","4-0"
"49234","SC0",2010-11-10,"Rangers","Hibernian",0,3,"A",0,2,"A",1.22,6,13,"0-2","0-3"
"49235","SC0",2010-11-13,"Dundee United","Kilmarnock",1,1,"D",1,1,"D",1.91,3.4,4,"1-1","1-1"
"49236","SC0",2010-11-13,"Hamilton","Inverness C",1,3,"A",1,0,"H",2.62,3.3,2.62,"1-0","1-3"
"49237","SC0",2010-11-13,"Hibernian","Motherwell",2,1,"H",2,1,"H",2.62,3.3,2.62,"2-1","2-1"
"49238","SC0",2010-11-13,"Rangers","Aberdeen",2,0,"H",2,0,"H",1.17,7,15,"2-0","2-0"
"49239","SC0",2010-11-13,"St Johnstone","Hearts",0,2,"A",0,0,"D",3,3.25,2.38,"0-0","0-2"
"49240","SC0",2010-11-14,"St Mirren","Celtic",0,1,"A",0,0,"D",9,5,1.33,"0-0","0-1"
"49241","SC0",2010-11-20,"Aberdeen","St Johnstone",0,1,"A",0,0,"D",2.2,3.3,3.2,"0-0","0-1"
"49242","SC0",2010-11-20,"Celtic","Dundee United",1,1,"D",1,0,"H",1.29,5.5,9.5,"1-0","1-1"
"49243","SC0",2010-11-20,"Hearts","Hamilton",2,0,"H",1,0,"H",1.53,4,6,"1-0","2-0"
"49244","SC0",2010-11-20,"Inverness C","Hibernian",4,2,"H",1,0,"H",2.3,3.25,3.1,"1-0","4-2"
"49245","SC0",2010-11-20,"Kilmarnock","Rangers",2,3,"A",1,1,"D",7,4.33,1.44,"1-1","2-3"
"49246","SC0",2010-11-20,"St Mirren","Motherwell",1,1,"D",1,0,"H",3.1,3.3,2.25,"1-0","1-1"
"49247","SC0",2010-11-27,"Celtic","Inverness C",2,2,"D",1,0,"H",1.29,5.5,10,"1-0","2-2"
"49248","SC0",2010-11-27,"Hamilton","St Mirren",0,0,"D",0,0,"D",2.2,3.5,3.1,"0-0","0-0"
"49249","SC0",2010-11-27,"Hibernian","St Johnstone",0,0,"D",0,0,"D",1.95,3.5,3.75,"0-0","0-0"
"49250","SC0",2010-11-27,"Kilmarnock","Aberdeen",2,0,"H",1,0,"H",1.91,3.4,4,"1-0","2-0"
"49251","SC0",2010-12-11,"Hearts","Aberdeen",5,0,"H",2,0,"H",1.53,3.8,6.5,"2-0","5-0"
"49252","SC0",2010-12-11,"Inverness C","Rangers",1,1,"D",1,0,"H",6,3.75,1.57,"1-0","1-1"
"49253","SC0",2010-12-11,"St Mirren","St Johnstone",1,2,"A",0,0,"D",2.5,3.3,2.75,"0-0","1-2"
"49254","SC0",2010-12-14,"Motherwell","Hearts",1,2,"A",1,1,"D",2.6,3.4,2.6,"1-1","1-2"
"49255","SC0",2010-12-18,"Hearts","Inverness C",1,1,"D",1,1,"D",1.8,3.5,4.5,"1-1","1-1"
"49256","SC0",2010-12-18,"Kilmarnock","Hibernian",2,1,"H",2,0,"H",2.2,3.4,3.2,"2-0","2-1"
"49257","SC0",2010-12-21,"Celtic","Kilmarnock",1,1,"D",0,0,"D",1.22,6,13,"0-0","1-1"
"49258","SC0",2010-12-26,"Celtic","St Johnstone",2,0,"H",0,0,"D",1.22,6,12,"0-0","2-0"
"49259","SC0",2010-12-26,"Hibernian","Aberdeen",1,2,"A",1,1,"D",1.83,3.4,4.33,"1-1","1-2"
"49260","SC0",2010-12-26,"Inverness C","St Mirren",1,2,"A",1,1,"D",1.73,3.5,5,"1-1","1-2"
"49261","SC0",2010-12-26,"Motherwell","Rangers",1,4,"A",0,2,"A",6,3.75,1.57,"0-2","1-4"
"49262","SC0",2010-12-29,"Celtic","Motherwell",1,0,"H",1,0,"H",1.29,5.5,9,"1-0","1-0"
"49263","SC0",2010-12-29,"Hamilton","Aberdeen",0,1,"A",0,0,"D",2.4,3.4,2.8,"0-0","0-1"
"49264","SC0",2010-12-29,"Hibernian","Dundee United",2,2,"D",1,2,"A",2.6,3.4,2.6,"1-2","2-2"
"49265","SC0",2010-12-29,"Inverness C","Kilmarnock",1,3,"A",0,1,"A",2.2,3.4,3.2,"0-1","1-3"
"49266","SC0",2010-12-29,"St Mirren","Hearts",0,2,"A",0,0,"D",3.6,3.5,1.91,"0-0","0-2"
"49267","SC0",2011-01-01,"Aberdeen","Dundee United",1,1,"D",1,0,"H",2.62,3.25,2.62,"1-0","1-1"
"49268","SC0",2011-01-01,"Hamilton","Motherwell",0,0,"D",0,0,"D",2.88,3.4,2.38,"0-0","0-0"
"49269","SC0",2011-01-01,"Hearts","Hibernian",1,0,"H",0,0,"D",1.67,3.75,5,"0-0","1-0"
"49270","SC0",2011-01-02,"Rangers","Celtic",0,2,"A",0,0,"D",2.1,3.3,3.5,"0-0","0-2"
"49271","SC0",2011-01-02,"St Johnstone","Inverness C",1,0,"H",0,0,"D",2.62,3.3,2.62,"0-0","1-0"
"49272","SC0",2011-01-03,"St Mirren","Kilmarnock",0,2,"A",0,0,"D",2.5,3.25,2.4,"0-0","0-2"
"49273","SC0",2011-01-12,"Dundee United","Motherwell",2,0,"H",0,0,"D",2.1,3.3,3.5,"0-0","2-0"
"49274","SC0",2011-01-12,"Hamilton","Celtic",1,1,"D",1,0,"H",11,5,1.29,"1-0","1-1"
